111	332
113	2
114	1
116	4
118	8
122	5
123	3
127	26
129	47
132	7
133	6
136	13
141	16
143	23
145	24
148	27
150	28
152	30
154	34
156	35
158	36
160	37
162	38
165	65
167	67
169	112
171	118
173	144
175	201
177	248
179	313
181	10
182	9
184	11
186	12
194	14
196	15
198	17
200	18
202	19
204	20
206	21
208	22
215	25
217	29
219	31
221	33
229	32
236	39
239	142
241	45
242	40
244	46
246	50
248	55
250	61
252	62
255	53
256	41
259	166
261	42
263	43
265	44
270	54
273	58
275	59
279	63
283	83
296	48
298	49
301	56
305	60
309	74
311	75
314	86
316	94
318	109
322	123
324	131
328	147
330	150
332	152
335	169
337	172
339	176
341	177
343	182
345	183
347	197
350	203
352	219
354	230
356	232
358	245
360	246
363	253
365	255
367	258
369	261
371	263
373	293
375	311
378	316
391	51
393	82
397	52
416	69
417	57
419	70
421	71
429	64
446	66
452	87
454	108
457	116
462	151
485	76
487	78
489	79
492	90
495	95
497	99
500	111
504	119
506	120
509	128
512	133
514	136
517	146
522	153
524	159
526	161
528	162
531	167
534	174
538	179
542	189
547	217
552	233
561	274
563	292
566	296
568	299
570	301
572	307
574	310
578	80
579	68
581	96
585	125
589	73
595	77
601	72
623	98
633	101
643	85
644	81
650	106
653	130
655	140
662	97
664	104
671	84
678	88
680	89
688	92
689	91
705	221
714	143
729	100
730	93
800	137
806	129
817	107
818	102
823	115
824	103
828	105
854	170
862	202
865	212
876	273
881	306
886	321
888	110
899	126
907	149
911	157
946	305
952	113
955	114
959	117
965	127
972	134
976	139
981	145
985	148
991	154
993	155
996	158
1001	163
1003	164
1007	168
1011	173
1017	181
1021	186
1024	191
1026	192
1029	198
1034	204
1037	216
1040	218
1044	222
1046	225
1048	229
1053	240
1057	249
1059	250
1063	256
1066	260
1072	276
1074	284
1076	288
1081	297
1118	121
1120	122
1141	302
1145	138
1146	124
1182	160
1222	132
1240	135
1257	141
1295	213
1339	237
1387	298
1390	300
1398	320
1401	322
1403	324
1405	325
1449	156
1467	187
1475	210
1478	215
1489	252
1514	171
1575	243
1598	165
1606	175
1613	184
1619	206
1629	242
1635	251
1755	239
1763	271
1777	190
1800	178
1820	180
1823	188
1831	195
1833	196
1839	207
1841	209
1843	211
1849	220
1854	226
1889	224
1902	185
1919	193
1921	194
1942	199
1945	200
1948	205
1951	214
1956	228
1961	236
1981	318
2009	208
2031	262
2050	281
2052	283
2055	286
2070	235
2123	223
2136	227
2140	254
2146	234
2150	238
2161	259
2166	272
2172	287
2177	295
2190	231
2200	285
2219	275
2232	241
2238	244
2254	247
2272	331
2298	265
2300	266
2302	267
2314	289
2340	257
2344	264
2360	268
2362	269
2364	270
2371	277
2373	278
2375	279
2377	280
2380	282
2386	290
2388	291
2392	294
2398	303
2400	304
2405	308
2407	309
2527	312
2531	314
2533	315
2536	317
2539	319
2541	326
2543	329
2556	323
2561	328
2562	327
2565	330
